Target	POS	Context	Overlap	Sent1	Sent2	Sent3
bat	same|same|same	diff|diff|diff	false|false|false	<b>Chiropterans</b> are more manoeuvrable than birds.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	She showed me how to hold the <b>stick</b>.	
bat	same|same|same	diff|diff|diff	false|false|true	<b>Chiropterans</b> are more manoeuvrable than birds.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	I accidentally bashed him with my <b>bat</b>.	
bat	same|same|same	diff|diff|diff	false|false|false	<b>Chiropterans</b> are more manoeuvrable than birds.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	
bat	same|same|same	diff|diff|diff	true|false|false	<b>Chiropterans</b> are more manoeuvrable than birds.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	She showed me how to hold the <b>bat</b>.	
bat	same|same|same	diff|diff|diff	true|false|false	<b>Chiropterans</b> are more manoeuvrable than birds.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	She showed me how to hold the <b>stick</b>.	
bat	same|same|same	diff|diff|diff	true|false|false	<b>Chiropterans</b> are more manoeuvrable than birds.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	I accidentally bashed him with my <b>bat</b>.	
bat	same|same|same	diff|diff|diff	true|false|false	<b>Chiropterans</b> are more manoeuvrable than birds.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	
bat	same|same|same	diff|diff|diff	false|true|false	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	She showed me how to hold the <b>bat</b>.	
bat	same|same|same	diff|diff|diff	false|false|false	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	She showed me how to hold the <b>stick</b>.	
bat	same|same|same	diff|diff|diff	false|true|false	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	I accidentally bashed him with my <b>bat</b>.	
bat	same|same|same	diff|diff|diff	false|false|false	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	
bat	same|same|same	same|diff|diff	false|false|false	She showed me how to hold the <b>bat</b>.	She showed me how to hold the <b>stick</b>.	<b>Bats</b> are more manoeuvrable than birds.	
bat	same|same|same	same|diff|diff	false|false|false	She showed me how to hold the <b>bat</b>.	She showed me how to hold the <b>stick</b>.	<b>Chiropterans</b> are more manoeuvrable than birds.	
bat	same|same|same	same|diff|diff	false|true|false	She showed me how to hold the <b>bat</b>.	She showed me how to hold the <b>stick</b>.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	
bat	same|same|same	same|diff|diff	false|false|false	She showed me how to hold the <b>bat</b>.	She showed me how to hold the <b>stick</b>.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	
bat	same|same|same	diff|diff|diff	true|false|false	She showed me how to hold the <b>bat</b>.	I accidentally bashed him with my <b>bat</b>.	<b>Bats</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|diff|diff	true|false|false	She showed me how to hold the <b>bat</b>.	I accidentally bashed him with my <b>bat</b>.	<b>Chiropterans</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|diff|diff	true|true|true	She showed me how to hold the <b>bat</b>.	I accidentally bashed him with my <b>bat</b>.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	
bat	same|same|same	diff|diff|diff	true|false|false	She showed me how to hold the <b>bat</b>.	I accidentally bashed him with my <b>bat</b>.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	
bat	same|same|same	diff|diff|diff	false|false|false	She showed me how to hold the <b>bat</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	<b>Bats</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|diff|diff	false|false|false	She showed me how to hold the <b>bat</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	<b>Chiropterans</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|diff|diff	false|true|false	She showed me how to hold the <b>bat</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	
bat	same|same|same	diff|diff|diff	false|false|false	She showed me how to hold the <b>bat</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	
bat	same|same|same	diff|diff|diff	false|false|false	She showed me how to hold the <b>stick</b>.	I accidentally bashed him with my <b>bat</b>.	<b>Bats</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|diff|diff	false|false|false	She showed me how to hold the <b>stick</b>.	I accidentally bashed him with my <b>bat</b>.	<b>Chiropterans</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|diff|diff	false|false|true	She showed me how to hold the <b>stick</b>.	I accidentally bashed him with my <b>bat</b>.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	
bat	same|same|same	diff|diff|diff	false|false|false	She showed me how to hold the <b>stick</b>.	I accidentally bashed him with my <b>bat</b>.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	
bat	same|same|same	diff|diff|diff	true|false|false	She showed me how to hold the <b>stick</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	<b>Bats</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|diff|diff	true|false|false	She showed me how to hold the <b>stick</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	<b>Chiropterans</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|diff|diff	true|false|false	She showed me how to hold the <b>stick</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	
bat	same|same|same	diff|diff|diff	true|false|false	She showed me how to hold the <b>stick</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	
bat	same|same|same	diff|diff|diff	false|false|false	I accidentally bashed him with my <b>bat</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	<b>Bats</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|diff|diff	false|false|false	I accidentally bashed him with my <b>bat</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	<b>Chiropterans</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|diff|diff	false|true|false	I accidentally bashed him with my <b>bat</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	
bat	same|same|same	diff|diff|diff	false|false|false	I accidentally bashed him with my <b>bat</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	
band	same|same|same	same|same|same	false|false|false	They were probably the most famous <b>band</b> in the world.	They were probably the most famous <b>ensemble</b> in the world.	They were probably the most famous <b>engineers</b> in the world.	
band	same|same|same	diff|same|diff	true|false|false	They were probably the most famous <b>band</b> in the world.	This week the <b>band</b> did the last gig of their tour.	They were probably the most famous <b>engineers</b> in the world.	
band	same|same|same	diff|same|diff	false|false|false	They were probably the most famous <b>band</b> in the world.	He has also formed an exciting <b>ensemble</b> with several other musicians.	They were probably the most famous <b>engineers</b> in the world.	
band	same|same|same	diff|same|diff	false|false|false	They were probably the most famous <b>ensemble</b> in the world.	This week the <b>band</b> did the last gig of their tour.	They were probably the most famous <b>engineers</b> in the world.	
band	same|same|same	diff|diff|diff	false|false|false	This week the <b>band</b> did the last gig of their tour.	He has also formed an exciting <b>ensemble</b> with several other musicians.	They were probably the most famous <b>engineers</b> in the world.	
band	same|same|same	diff|same|diff	true|false|false	They were probably the most famous <b>ensemble</b> in the world.	He has also formed an exciting <b>ensemble</b> with several other musicians.	They were probably the most famous <b>engineers</b> in the world.	
band	same|same|same	same|same|same	false|false|false	A <b>band</b> of light glowed in the space between floor and door.	A <b>strip</b> of light glowed in the space between floor and door.	A <b>circle</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|same|diff	true|false|false	A <b>band</b> of light glowed in the space between floor and door.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	A <b>circle</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|same|diff	false|false|false	A <b>band</b> of light glowed in the space between floor and door.	Serve dish with <b>strips</b> of fresh raw vegetables.	A <b>circle</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|same|diff	false|false|false	A <b>strip</b> of light glowed in the space between floor and door.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	A <b>circle</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|diff|diff	false|false|false	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	Serve dish with <b>strips</b> of fresh raw vegetables.	A <b>circle</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|same|diff	true|false|false	A <b>strip</b> of light glowed in the space between floor and door.	Serve dish with <b>strips</b> of fresh raw vegetables.	A <b>circle</b> of light glowed in the space between floor and door.	
band	same|same|same	same|diff|diff	false|true|false	They were probably the most famous <b>band</b> in the world.	They were probably the most famous <b>ensemble</b> in the world.	A <b>band</b> of light glowed in the space between floor and door.	
band	same|same|same	same|diff|diff	false|false|false	They were probably the most famous <b>band</b> in the world.	They were probably the most famous <b>ensemble</b> in the world.	A <b>strip</b> of light glowed in the space between floor and door.	
band	same|same|same	same|diff|diff	false|true|false	They were probably the most famous <b>band</b> in the world.	They were probably the most famous <b>ensemble</b> in the world.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	
band	same|same|same	same|diff|diff	false|false|false	They were probably the most famous <b>band</b> in the world.	They were probably the most famous <b>ensemble</b> in the world.	Serve dish with <b>strips</b> of fresh raw vegetables.	
band	same|same|same	diff|diff|diff	true|true|true	They were probably the most famous <b>band</b> in the world.	This week the <b>band</b> did the last gig of their tour.	A <b>band</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|diff|diff	true|false|false	They were probably the most famous <b>band</b> in the world.	This week the <b>band</b> did the last gig of their tour.	A <b>strip</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|diff|diff	true|true|true	They were probably the most famous <b>band</b> in the world.	This week the <b>band</b> did the last gig of their tour.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	
band	same|same|same	diff|diff|diff	true|false|false	They were probably the most famous <b>band</b> in the world.	This week the <b>band</b> did the last gig of their tour.	Serve dish with <b>strips</b> of fresh raw vegetables.	
band	same|same|same	diff|diff|diff	false|true|false	They were probably the most famous <b>band</b> in the world.	He has also formed an exciting <b>ensemble</b> with several other musicians.	A <b>band</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|diff|diff	false|false|false	They were probably the most famous <b>band</b> in the world.	He has also formed an exciting <b>ensemble</b> with several other musicians.	A <b>strip</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|diff|diff	false|true|false	They were probably the most famous <b>band</b> in the world.	He has also formed an exciting <b>ensemble</b> with several other musicians.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	
band	same|same|same	diff|diff|diff	false|false|false	They were probably the most famous <b>band</b> in the world.	He has also formed an exciting <b>ensemble</b> with several other musicians.	Serve dish with <b>strips</b> of fresh raw vegetables.	
band	same|same|same	diff|diff|diff	false|false|true	They were probably the most famous <b>ensemble</b> in the world.	This week the <b>band</b> did the last gig of their tour.	A <b>band</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|diff|diff	false|false|false	They were probably the most famous <b>ensemble</b> in the world.	This week the <b>band</b> did the last gig of their tour.	A <b>strip</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|diff|diff	false|false|true	They were probably the most famous <b>ensemble</b> in the world.	This week the <b>band</b> did the last gig of their tour.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	
band	same|same|same	diff|diff|diff	false|false|false	They were probably the most famous <b>ensemble</b> in the world.	This week the <b>band</b> did the last gig of their tour.	Serve dish with <b>strips</b> of fresh raw vegetables.	
band	same|same|same	diff|diff|diff	true|false|false	They were probably the most famous <b>ensemble</b> in the world.	He has also formed an exciting <b>ensemble</b> with several other musicians.	A <b>band</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|diff|diff	true|false|false	They were probably the most famous <b>ensemble</b> in the world.	He has also formed an exciting <b>ensemble</b> with several other musicians.	A <b>strip</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|diff|diff	true|false|false	They were probably the most famous <b>ensemble</b> in the world.	He has also formed an exciting <b>ensemble</b> with several other musicians.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	
band	same|same|same	diff|diff|diff	true|false|false	They were probably the most famous <b>ensemble</b> in the world.	He has also formed an exciting <b>ensemble</b> with several other musicians.	Serve dish with <b>strips</b> of fresh raw vegetables.	
band	same|same|same	diff|diff|diff	false|true|false	This week the <b>band</b> did the last gig of their tour.	He has also formed an exciting <b>ensemble</b> with several other musicians.	A <b>band</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|diff|diff	false|false|false	This week the <b>band</b> did the last gig of their tour.	He has also formed an exciting <b>ensemble</b> with several other musicians.	A <b>strip</b> of light glowed in the space between floor and door.	
band	same|same|same	diff|diff|diff	false|true|false	This week the <b>band</b> did the last gig of their tour.	He has also formed an exciting <b>ensemble</b> with several other musicians.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	
band	same|same|same	diff|diff|diff	false|false|false	This week the <b>band</b> did the last gig of their tour.	He has also formed an exciting <b>ensemble</b> with several other musicians.	Serve dish with <b>strips</b> of fresh raw vegetables.	
band	same|same|same	same|diff|diff	false|true|false	A <b>band</b> of light glowed in the space between floor and door.	A <b>strip</b> of light glowed in the space between floor and door.	They were probably the most famous <b>band</b> in the world.	
band	same|same|same	same|diff|diff	false|false|false	A <b>band</b> of light glowed in the space between floor and door.	A <b>strip</b> of light glowed in the space between floor and door.	They were probably the most famous <b>ensemble</b> in the world.	
band	same|same|same	same|diff|diff	false|true|false	A <b>band</b> of light glowed in the space between floor and door.	A <b>strip</b> of light glowed in the space between floor and door.	This week the <b>band</b> did the last gig of their tour.	
band	same|same|same	same|diff|diff	false|false|false	A <b>band</b> of light glowed in the space between floor and door.	A <b>strip</b> of light glowed in the space between floor and door.	He has also formed an exciting <b>ensemble</b> with several other musicians.	
band	same|same|same	diff|diff|diff	true|true|true	A <b>band</b> of light glowed in the space between floor and door.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	They were probably the most famous <b>band</b> in the world.	
band	same|same|same	diff|diff|diff	true|false|false	A <b>band</b> of light glowed in the space between floor and door.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	They were probably the most famous <b>ensemble</b> in the world.	
band	same|same|same	diff|diff|diff	true|true|true	A <b>band</b> of light glowed in the space between floor and door.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	This week the <b>band</b> did the last gig of their tour.	
band	same|same|same	diff|diff|diff	true|false|false	A <b>band</b> of light glowed in the space between floor and door.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	He has also formed an exciting <b>ensemble</b> with several other musicians.	
band	same|same|same	diff|diff|diff	false|true|false	A <b>band</b> of light glowed in the space between floor and door.	Serve dish with <b>strips</b> of fresh raw vegetables.	They were probably the most famous <b>band</b> in the world.	
band	same|same|same	diff|diff|diff	false|false|false	A <b>band</b> of light glowed in the space between floor and door.	Serve dish with <b>strips</b> of fresh raw vegetables.	They were probably the most famous <b>ensemble</b> in the world.	
band	same|same|same	diff|diff|diff	false|true|false	A <b>band</b> of light glowed in the space between floor and door.	Serve dish with <b>strips</b> of fresh raw vegetables.	This week the <b>band</b> did the last gig of their tour.	
band	same|same|same	diff|diff|diff	false|false|false	A <b>band</b> of light glowed in the space between floor and door.	Serve dish with <b>strips</b> of fresh raw vegetables.	He has also formed an exciting <b>ensemble</b> with several other musicians.	
band	same|same|same	diff|diff|diff	false|false|true	A <b>strip</b> of light glowed in the space between floor and door.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	They were probably the most famous <b>band</b> in the world.	
band	same|same|same	diff|diff|diff	false|false|false	A <b>strip</b> of light glowed in the space between floor and door.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	They were probably the most famous <b>ensemble</b> in the world.	
band	same|same|same	diff|diff|diff	false|false|true	A <b>strip</b> of light glowed in the space between floor and door.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	This week the <b>band</b> did the last gig of their tour.	
band	same|same|same	diff|diff|diff	false|false|false	A <b>strip</b> of light glowed in the space between floor and door.	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	He has also formed an exciting <b>ensemble</b> with several other musicians.	
band	same|same|same	diff|diff|diff	true|false|false	A <b>strip</b> of light glowed in the space between floor and door.	Serve dish with <b>strips</b> of fresh raw vegetables.	They were probably the most famous <b>band</b> in the world.	
band	same|same|same	diff|diff|diff	true|false|false	A <b>strip</b> of light glowed in the space between floor and door.	Serve dish with <b>strips</b> of fresh raw vegetables.	They were probably the most famous <b>ensemble</b> in the world.	
band	same|same|same	diff|diff|diff	true|false|false	A <b>strip</b> of light glowed in the space between floor and door.	Serve dish with <b>strips</b> of fresh raw vegetables.	This week the <b>band</b> did the last gig of their tour.	
band	same|same|same	diff|diff|diff	true|false|false	A <b>strip</b> of light glowed in the space between floor and door.	Serve dish with <b>strips</b> of fresh raw vegetables.	He has also formed an exciting <b>ensemble</b> with several other musicians.	
band	same|same|same	diff|diff|diff	false|true|false	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	Serve dish with <b>strips</b> of fresh raw vegetables.	They were probably the most famous <b>band</b> in the world.	
band	same|same|same	diff|diff|diff	false|false|false	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	Serve dish with <b>strips</b> of fresh raw vegetables.	They were probably the most famous <b>ensemble</b> in the world.	
band	same|same|same	diff|diff|diff	false|true|false	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	Serve dish with <b>strips</b> of fresh raw vegetables.	This week the <b>band</b> did the last gig of their tour.	
band	same|same|same	diff|diff|diff	false|false|false	A narrow <b>band</b> of grass separated the greenhouse from the vegetable garden.	Serve dish with <b>strips</b> of fresh raw vegetables.	He has also formed an exciting <b>ensemble</b> with several other musicians.	
match	same|same|same	same|same|same	false|false|false	He was watching a football <b>match</b>.	He was watching a football <b>game</b>.	He was watching a football <b>stadium</b>.	
match	same|same|same	diff|same|diff	true|false|false	He was watching a football <b>match</b>.	Chelsea have a <b>match</b> with United next week.	He was watching a football <b>stadium</b>.	
match	same|same|same	diff|same|diff	false|false|false	He was watching a football <b>match</b>.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	He was watching a football <b>stadium</b>.	
match	same|same|same	diff|same|diff	false|false|false	He was watching a football <b>game</b>.	Chelsea have a <b>match</b> with United next week.	He was watching a football <b>stadium</b>.	
match	same|same|same	diff|diff|diff	false|false|false	Chelsea have a <b>match</b> with United next week.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	He was watching a football <b>stadium</b>.	
match	same|same|same	diff|same|diff	true|false|false	He was watching a football <b>game</b>.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	He was watching a football <b>stadium</b>.	
match	same|same|same	diff|same|diff	true|false|false	They bough two boxes of <b>matches</b>.	You should always strike a <b>match</b> away from you.	They bough two boxes of <b>cereal</b>.	
match	same|same|same	same|same|same	false|false|false	It would be difficult to <b>match</b> the service this airline gives its customers.	It would be difficult to <b>equal</b> the service this airline gives its customers.	It would be difficult to <b>worsen</b> the service this airline gives its customers.	
match	same|same|same	diff|same|diff	true|false|false	It would be difficult to <b>match</b> the service this airline gives its customers.	Do you really think our team has a chance of <b>matching</b> their score?	It would be difficult to <b>worsen</b> the service this airline gives its customers.	
match	same|same|same	diff|same|diff	false|false|false	It would be difficult to <b>match</b> the service this airline gives its customers.	We raised a lot of money last year and we're hoping to <b>equal</b> that this year.	It would be difficult to <b>worsen</b> the service this airline gives its customers.	
match	same|same|same	diff|same|diff	false|false|false	It would be difficult to <b>equal</b> the service this airline gives its customers.	Do you really think our team has a chance of <b>matching</b> their score?	It would be difficult to <b>worsen</b> the service this airline gives its customers.	
match	same|same|same	diff|diff|diff	false|false|false	Do you really think our team has a chance of <b>matching</b> their score?	We raised a lot of money last year and we're hoping to <b>equal</b> that this year.	It would be difficult to <b>worsen</b> the service this airline gives its customers.	
match	same|same|same	diff|same|diff	true|false|false	It would be difficult to <b>equal</b> the service this airline gives its customers.	We raised a lot of money last year and we're hoping to <b>equal</b> that this year.	It would be difficult to <b>worsen</b> the service this airline gives its customers.	
match	same|same|same	same|diff|diff	false|true|false	He was watching a football <b>match</b>.	He was watching a football <b>game</b>.	They bough two boxes of <b>matches</b>.	
match	same|same|same	same|diff|diff	false|true|false	He was watching a football <b>match</b>.	He was watching a football <b>game</b>.	You should always strike a <b>match</b> away from you.	
match	same|same|same	diff|diff|diff	true|true|true	He was watching a football <b>match</b>.	Chelsea have a <b>match</b> with United next week.	They bough two boxes of <b>matches</b>.	
match	same|same|same	diff|diff|diff	true|true|true	He was watching a football <b>match</b>.	Chelsea have a <b>match</b> with United next week.	You should always strike a <b>match</b> away from you.	
match	same|same|same	diff|diff|diff	false|true|false	He was watching a football <b>match</b>.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	They bough two boxes of <b>matches</b>.	
match	same|same|same	diff|diff|diff	false|true|false	He was watching a football <b>match</b>.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	You should always strike a <b>match</b> away from you.	
match	same|same|same	diff|diff|diff	false|false|true	He was watching a football <b>game</b>.	Chelsea have a <b>match</b> with United next week.	They bough two boxes of <b>matches</b>.	
match	same|same|same	diff|diff|diff	false|false|true	He was watching a football <b>game</b>.	Chelsea have a <b>match</b> with United next week.	You should always strike a <b>match</b> away from you.	
match	same|same|same	diff|diff|diff	true|false|false	He was watching a football <b>game</b>.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	They bough two boxes of <b>matches</b>.	
match	same|same|same	diff|diff|diff	true|false|false	He was watching a football <b>game</b>.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	You should always strike a <b>match</b> away from you.	
match	same|same|same	diff|diff|diff	false|true|false	Chelsea have a <b>match</b> with United next week.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	They bough two boxes of <b>matches</b>.	
match	same|same|same	diff|diff|diff	false|true|false	Chelsea have a <b>match</b> with United next week.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	You should always strike a <b>match</b> away from you.	
match	same|same|same	diff|diff|diff	true|true|true	They bough two boxes of <b>matches</b>.	You should always strike a <b>match</b> away from you.	He was watching a football <b>match</b>.	
match	same|same|same	diff|diff|diff	true|false|false	They bough two boxes of <b>matches</b>.	You should always strike a <b>match</b> away from you.	He was watching a football <b>game</b>.	
match	same|same|same	diff|diff|diff	true|true|true	They bough two boxes of <b>matches</b>.	You should always strike a <b>match</b> away from you.	Chelsea have a <b>match</b> with United next week.	
match	same|same|same	diff|diff|diff	true|false|false	They bough two boxes of <b>matches</b>.	You should always strike a <b>match</b> away from you.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	
match	same|diff|diff	same|diff|diff	false|true|false	He was watching a football <b>match</b>.	He was watching a football <b>game</b>.	It would be difficult to <b>match</b> the service this airline gives its customers.	
match	same|diff|diff	same|diff|diff	false|false|false	He was watching a football <b>match</b>.	He was watching a football <b>game</b>.	It would be difficult to <b>equal</b> the service this airline gives its customers.	
match	same|diff|diff	same|diff|diff	false|true|false	He was watching a football <b>match</b>.	He was watching a football <b>game</b>.	Do you really think our team has a chance of <b>matching</b> their score?	
match	same|diff|diff	same|diff|diff	false|false|false	He was watching a football <b>match</b>.	He was watching a football <b>game</b>.	We raised a lot of money last year and we're hoping to <b>equal</b> that this year.	
match	same|diff|diff	diff|diff|diff	true|true|true	He was watching a football <b>match</b>.	Chelsea have a <b>match</b> with United next week.	It would be difficult to <b>match</b> the service this airline gives its customers.	
match	same|diff|diff	diff|diff|diff	true|false|false	He was watching a football <b>match</b>.	Chelsea have a <b>match</b> with United next week.	It would be difficult to <b>equal</b> the service this airline gives its customers.	
match	same|diff|diff	diff|diff|diff	true|true|true	He was watching a football <b>match</b>.	Chelsea have a <b>match</b> with United next week.	Do you really think our team has a chance of <b>matching</b> their score?	
match	same|diff|diff	diff|diff|diff	true|false|false	He was watching a football <b>match</b>.	Chelsea have a <b>match</b> with United next week.	We raised a lot of money last year and we're hoping to <b>equal</b> that this year.	
match	same|diff|diff	diff|diff|diff	false|true|false	He was watching a football <b>match</b>.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	It would be difficult to <b>match</b> the service this airline gives its customers.	
match	same|diff|diff	diff|diff|diff	false|false|false	He was watching a football <b>match</b>.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	It would be difficult to <b>equal</b> the service this airline gives its customers.	
match	same|diff|diff	diff|diff|diff	false|true|false	He was watching a football <b>match</b>.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	Do you really think our team has a chance of <b>matching</b> their score?	
match	same|diff|diff	diff|diff|diff	false|false|false	He was watching a football <b>match</b>.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	We raised a lot of money last year and we're hoping to <b>equal</b> that this year.	
match	same|diff|diff	diff|diff|diff	false|false|true	He was watching a football <b>game</b>.	Chelsea have a <b>match</b> with United next week.	It would be difficult to <b>match</b> the service this airline gives its customers.	
match	same|diff|diff	diff|diff|diff	false|false|false	He was watching a football <b>game</b>.	Chelsea have a <b>match</b> with United next week.	It would be difficult to <b>equal</b> the service this airline gives its customers.	
match	same|diff|diff	diff|diff|diff	false|false|true	He was watching a football <b>game</b>.	Chelsea have a <b>match</b> with United next week.	Do you really think our team has a chance of <b>matching</b> their score?	
match	same|diff|diff	diff|diff|diff	false|false|false	He was watching a football <b>game</b>.	Chelsea have a <b>match</b> with United next week.	We raised a lot of money last year and we're hoping to <b>equal</b> that this year.	
match	same|diff|diff	diff|diff|diff	true|false|false	He was watching a football <b>game</b>.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	It would be difficult to <b>match</b> the service this airline gives its customers.	
match	same|diff|diff	diff|diff|diff	true|false|false	He was watching a football <b>game</b>.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	It would be difficult to <b>equal</b> the service this airline gives its customers.	
match	same|diff|diff	diff|diff|diff	true|false|false	He was watching a football <b>game</b>.	A <b>game</b> consists of two halves lasting 45 minutes, meaning it is 90 minutes long.	Do you really think our team has a chance of <b>matching</b> their score?	
