Target	POS	Context	Overlap	Sent1	Sent2	Sent3
bola	same|same|same	diff|same|diff	true|false|false	A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	A capacidade para roubar a <b>posição</b> ao adversário é o seu melhor trunfo.	
bola	same|same|same	diff|same|diff	false|false|false	A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	A capacidade para roubar a <b>posição</b> ao adversário é o seu melhor trunfo.	
bola	same|same|same	diff|same|diff	false|false|false	A capacidade para roubar o <b>esférico</b> ao adversário é o seu melhor trunfo.	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	A capacidade para roubar a <b>posição</b> ao adversário é o seu melhor trunfo.	
bola	same|same|same	diff|diff|diff	false|false|false	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	A capacidade para roubar a <b>posição</b> ao adversário é o seu melhor trunfo.	
bola	same|same|same	diff|same|diff	true|false|false	A capacidade para roubar o <b>esférico</b> ao adversário é o seu melhor trunfo.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	A capacidade para roubar a <b>posição</b> ao adversário é o seu melhor trunfo.	
bola	same|same|same	diff|same|diff	true|false|false	A Isabel fez uma <b>bola</b> de chouriço muito boa.	Estão a cozer as <b>bolas</b> para amanhã.	A Isabel fez uma <b>sopa</b> de chouriço muito boa.	
bola	same|same|same	same|diff|diff	false|true|false	A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	A capacidade para roubar o <b>esférico</b> ao adversário é o seu melhor trunfo.	A Isabel fez uma <b>bola</b> de chouriço muito boa.	
bola	same|same|same	same|diff|diff	false|true|false	A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	A capacidade para roubar o <b>esférico</b> ao adversário é o seu melhor trunfo.	Estão a cozer as <b>bolas</b> para amanhã.	
bola	same|same|same	diff|diff|diff	true|true|true	A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	A Isabel fez uma <b>bola</b> de chouriço muito boa.	
bola	same|same|same	diff|diff|diff	true|true|true	A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	Estão a cozer as <b>bolas</b> para amanhã.	
bola	same|same|same	diff|diff|diff	false|true|false	A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	A Isabel fez uma <b>bola</b> de chouriço muito boa.	
bola	same|same|same	diff|diff|diff	false|true|false	A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	Estão a cozer as <b>bolas</b> para amanhã.	
bola	same|same|same	diff|diff|diff	false|false|true	A capacidade para roubar o <b>esférico</b> ao adversário é o seu melhor trunfo.	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	A Isabel fez uma <b>bola</b> de chouriço muito boa.	
bola	same|same|same	diff|diff|diff	false|false|true	A capacidade para roubar o <b>esférico</b> ao adversário é o seu melhor trunfo.	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	Estão a cozer as <b>bolas</b> para amanhã.	
bola	same|same|same	diff|diff|diff	true|false|false	A capacidade para roubar o <b>esférico</b> ao adversário é o seu melhor trunfo.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	A Isabel fez uma <b>bola</b> de chouriço muito boa.	
bola	same|same|same	diff|diff|diff	true|false|false	A capacidade para roubar o <b>esférico</b> ao adversário é o seu melhor trunfo.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	Estão a cozer as <b>bolas</b> para amanhã.	
bola	same|same|same	diff|diff|diff	false|true|false	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	A Isabel fez uma <b>bola</b> de chouriço muito boa.	
bola	same|same|same	diff|diff|diff	false|true|false	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	Estão a cozer as <b>bolas</b> para amanhã.	
bola	same|same|same	diff|diff|diff	true|true|true	A Isabel fez uma <b>bola</b> de chouriço muito boa.	Estão a cozer as <b>bolas</b> para amanhã.	A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	
bola	same|same|same	diff|diff|diff	true|false|false	A Isabel fez uma <b>bola</b> de chouriço muito boa.	Estão a cozer as <b>bolas</b> para amanhã.	A capacidade para roubar o <b>esférico</b> ao adversário é o seu melhor trunfo.	
bola	same|same|same	diff|diff|diff	true|true|true	A Isabel fez uma <b>bola</b> de chouriço muito boa.	Estão a cozer as <b>bolas</b> para amanhã.	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	
bola	same|same|same	diff|diff|diff	true|false|false	A Isabel fez uma <b>bola</b> de chouriço muito boa.	Estão a cozer as <b>bolas</b> para amanhã.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	
saber	same|same|same	same|same|same	false|false|false	Foi acusado de <b>saber</b> da existência de uma conta secreta na Suíça.	Foi acusado de <b>conhecer</b> a existência de uma conta secreta na Suíça.	Foi acusado de <b>ignorar</b> a existência de uma conta secreta na Suíça.	
saber	same|same|same	diff|same|diff	true|false|false	Foi acusado de <b>saber</b> da existência de uma conta secreta na Suíça.	Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	Foi acusado de <b>ignorar</b> a existência de uma conta secreta na Suíça.	
saber	same|same|same	diff|same|diff	false|false|false	Foi acusado de <b>saber</b> da existência de uma conta secreta na Suíça.	O menino queria <b>conhecer</b> os truques.	Foi acusado de <b>ignorar</b> a existência de uma conta secreta na Suíça.	
saber	same|same|same	diff|same|diff	false|false|false	Foi acusado de <b>conhecer</b> a existência de uma conta secreta na Suíça.	Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	Foi acusado de <b>ignorar</b> a existência de uma conta secreta na Suíça.	
saber	same|same|same	diff|diff|diff	false|false|false	Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	O menino queria <b>conhecer</b> os truques.	Foi acusado de <b>ignorar</b> a existência de uma conta secreta na Suíça.	
saber	same|same|same	diff|same|diff	true|false|false	Foi acusado de <b>conhecer</b> a existência de uma conta secreta na Suíça.	O menino queria <b>conhecer</b> os truques.	Foi acusado de <b>ignorar</b> a existência de uma conta secreta na Suíça.	
saber	same|same|same	diff|same|diff	true|false|false	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	Com toques de canela, vai <b>saber</b> muito bem com um chá!	Para além de <b>manchar</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	
saber	same|same|same	same|diff|diff	false|true|false	Foi acusado de <b>saber</b> da existência de uma conta secreta na Suíça.	Foi acusado de <b>conhecer</b> a existência de uma conta secreta na Suíça.	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	
saber	same|same|same	same|diff|diff	false|true|false	Foi acusado de <b>saber</b> da existência de uma conta secreta na Suíça.	Foi acusado de <b>conhecer</b> a existência de uma conta secreta na Suíça.	Com toques de canela, vai <b>saber</b> muito bem com um chá!	
saber	same|same|same	diff|diff|diff	true|true|true	Foi acusado de <b>saber</b> da existência de uma conta secreta na Suíça.	Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	
saber	same|same|same	diff|diff|diff	true|true|true	Foi acusado de <b>saber</b> da existência de uma conta secreta na Suíça.	Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	Com toques de canela, vai <b>saber</b> muito bem com um chá!	
saber	same|same|same	diff|diff|diff	false|true|false	Foi acusado de <b>saber</b> da existência de uma conta secreta na Suíça.	O menino queria <b>conhecer</b> os truques.	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	
saber	same|same|same	diff|diff|diff	false|true|false	Foi acusado de <b>saber</b> da existência de uma conta secreta na Suíça.	O menino queria <b>conhecer</b> os truques.	Com toques de canela, vai <b>saber</b> muito bem com um chá!	
saber	same|same|same	diff|diff|diff	false|false|true	Foi acusado de <b>conhecer</b> a existência de uma conta secreta na Suíça.	Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	
saber	same|same|same	diff|diff|diff	false|false|true	Foi acusado de <b>conhecer</b> a existência de uma conta secreta na Suíça.	Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	Com toques de canela, vai <b>saber</b> muito bem com um chá!	
saber	same|same|same	diff|diff|diff	true|false|false	Foi acusado de <b>conhecer</b> a existência de uma conta secreta na Suíça.	O menino queria <b>conhecer</b> os truques.	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	
saber	same|same|same	diff|diff|diff	true|false|false	Foi acusado de <b>conhecer</b> a existência de uma conta secreta na Suíça.	O menino queria <b>conhecer</b> os truques.	Com toques de canela, vai <b>saber</b> muito bem com um chá!	
saber	same|same|same	diff|diff|diff	false|true|false	Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	O menino queria <b>conhecer</b> os truques.	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	
saber	same|same|same	diff|diff|diff	false|true|false	Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	O menino queria <b>conhecer</b> os truques.	Com toques de canela, vai <b>saber</b> muito bem com um chá!	
saber	same|same|same	diff|diff|diff	true|true|true	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	Com toques de canela, vai <b>saber</b> muito bem com um chá!	Foi acusado de <b>saber</b> da existência de uma conta secreta na Suíça.	
saber	same|same|same	diff|diff|diff	true|false|false	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	Com toques de canela, vai <b>saber</b> muito bem com um chá!	Foi acusado de <b>conhecer</b> a existência de uma conta secreta na Suíça.	
saber	same|same|same	diff|diff|diff	true|true|true	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	Com toques de canela, vai <b>saber</b> muito bem com um chá!	Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	
saber	same|same|same	diff|diff|diff	true|false|false	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	Com toques de canela, vai <b>saber</b> muito bem com um chá!	O menino queria <b>conhecer</b> os truques.	
anular	same|same|same	same|same|same	false|false|false	O Tribunal acabaria por <b>anular</b> a compra do imóvel pelo Banif.	O Tribunal acabaria por <b>invalidar</b> a compra do imóvel pelo Banif.	O Tribunal acabaria por <b>permitir</b> a compra do imóvel pelo Banif.	
anular	same|same|same	diff|same|diff	true|false|false	O Tribunal acabaria por <b>anular</b> a compra do imóvel pelo Banif.	Pode-se <b>anular</b> todas as leis que se queira, comentou encolhendo os ombros.	O Tribunal acabaria por <b>permitir</b> a compra do imóvel pelo Banif.	
anular	same|same|same	diff|same|diff	false|false|false	O Tribunal acabaria por <b>anular</b> a compra do imóvel pelo Banif.	O Supremo Tribunal de Justiça de Londres decidiu <b>invalidar</b> o mandado de captura judicial.	O Tribunal acabaria por <b>permitir</b> a compra do imóvel pelo Banif.	
anular	same|same|same	diff|same|diff	false|false|false	O Tribunal acabaria por <b>invalidar</b> a compra do imóvel pelo Banif.	Pode-se <b>anular</b> todas as leis que se queira, comentou encolhendo os ombros.	O Tribunal acabaria por <b>permitir</b> a compra do imóvel pelo Banif.	
anular	same|same|same	diff|diff|diff	false|false|false	Pode-se <b>anular</b> todas as leis que se queira, comentou encolhendo os ombros.	O Supremo Tribunal de Justiça de Londres decidiu <b>invalidar</b> o mandado de captura judicial.	O Tribunal acabaria por <b>permitir</b> a compra do imóvel pelo Banif.	
anular	same|same|same	diff|same|diff	true|false|false	O Tribunal acabaria por <b>invalidar</b> a compra do imóvel pelo Banif.	O Supremo Tribunal de Justiça de Londres decidiu <b>invalidar</b> o mandado de captura judicial.	O Tribunal acabaria por <b>permitir</b> a compra do imóvel pelo Banif.	
atacar	same|same|same	diff|same|diff	true|false|false	Metade da equipa se preocupa apenas em <b>atacar</b> e a outra metade em tentar defender.	Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	Metade da equipa se preocupa apenas em <b>observar</b> e a outra metade em tentar defender.	
atacar	same|same|same	same|same|same	false|false|false	Vou <b>atacar</b> bem os ténis.	Vou <b>atar</b> bem os ténis.	Vou <b>limpar</b> bem os ténis.	
atacar	same|same|same	diff|same|diff	true|false|false	Vou <b>atacar</b> bem os ténis.	Recomendava <b>atacar</b> o sapato no meio do jogo, por exemplo.	Vou <b>limpar</b> bem os ténis.	
atacar	same|same|same	diff|same|diff	false|false|false	Vou <b>atacar</b> bem os ténis.	Esquece sempre de <b>atar</b> os sapatos.	Vou <b>limpar</b> bem os ténis.	
atacar	same|same|same	diff|same|diff	false|false|false	Vou <b>atar</b> bem os ténis.	Recomendava <b>atacar</b> o sapato no meio do jogo, por exemplo.	Vou <b>limpar</b> bem os ténis.	
atacar	same|same|same	diff|diff|diff	false|false|false	Recomendava <b>atacar</b> o sapato no meio do jogo, por exemplo.	Esquece sempre de <b>atar</b> os sapatos.	Vou <b>limpar</b> bem os ténis.	
atacar	same|same|same	diff|same|diff	true|false|false	Vou <b>atar</b> bem os ténis.	Esquece sempre de <b>atar</b> os sapatos.	Vou <b>limpar</b> bem os ténis.	
atacar	same|same|same	diff|diff|diff	true|true|true	Metade da equipa se preocupa apenas em <b>atacar</b> e a outra metade em tentar defender.	Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	Vou <b>atacar</b> bem os ténis.	
atacar	same|same|same	diff|diff|diff	true|false|false	Metade da equipa se preocupa apenas em <b>atacar</b> e a outra metade em tentar defender.	Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	Vou <b>atar</b> bem os ténis.	
atacar	same|same|same	diff|diff|diff	true|true|true	Metade da equipa se preocupa apenas em <b>atacar</b> e a outra metade em tentar defender.	Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	Recomendava <b>atacar</b> o sapato no meio do jogo, por exemplo.	
atacar	same|same|same	diff|diff|diff	true|false|false	Metade da equipa se preocupa apenas em <b>atacar</b> e a outra metade em tentar defender.	Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	Esquece sempre de <b>atar</b> os sapatos.	
atacar	same|same|same	same|diff|diff	false|true|false	Vou <b>atacar</b> bem os ténis.	Vou <b>atar</b> bem os ténis.	Metade da equipa se preocupa apenas em <b>atacar</b> e a outra metade em tentar defender.	
atacar	same|same|same	same|diff|diff	false|true|false	Vou <b>atacar</b> bem os ténis.	Vou <b>atar</b> bem os ténis.	Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	
atacar	same|same|same	diff|diff|diff	true|true|true	Vou <b>atacar</b> bem os ténis.	Recomendava <b>atacar</b> o sapato no meio do jogo, por exemplo.	Metade da equipa se preocupa apenas em <b>atacar</b> e a outra metade em tentar defender.	
atacar	same|same|same	diff|diff|diff	true|true|true	Vou <b>atacar</b> bem os ténis.	Recomendava <b>atacar</b> o sapato no meio do jogo, por exemplo.	Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	
atacar	same|same|same	diff|diff|diff	false|true|false	Vou <b>atacar</b> bem os ténis.	Esquece sempre de <b>atar</b> os sapatos.	Metade da equipa se preocupa apenas em <b>atacar</b> e a outra metade em tentar defender.	
atacar	same|same|same	diff|diff|diff	false|true|false	Vou <b>atacar</b> bem os ténis.	Esquece sempre de <b>atar</b> os sapatos.	Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	
atacar	same|same|same	diff|diff|diff	false|false|true	Vou <b>atar</b> bem os ténis.	Recomendava <b>atacar</b> o sapato no meio do jogo, por exemplo.	Metade da equipa se preocupa apenas em <b>atacar</b> e a outra metade em tentar defender.	
atacar	same|same|same	diff|diff|diff	false|false|true	Vou <b>atar</b> bem os ténis.	Recomendava <b>atacar</b> o sapato no meio do jogo, por exemplo.	Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	
atacar	same|same|same	diff|diff|diff	true|false|false	Vou <b>atar</b> bem os ténis.	Esquece sempre de <b>atar</b> os sapatos.	Metade da equipa se preocupa apenas em <b>atacar</b> e a outra metade em tentar defender.	
atacar	same|same|same	diff|diff|diff	true|false|false	Vou <b>atar</b> bem os ténis.	Esquece sempre de <b>atar</b> os sapatos.	Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	
atacar	same|same|same	diff|diff|diff	false|true|false	Recomendava <b>atacar</b> o sapato no meio do jogo, por exemplo.	Esquece sempre de <b>atar</b> os sapatos.	Metade da equipa se preocupa apenas em <b>atacar</b> e a outra metade em tentar defender.	
atacar	same|same|same	diff|diff|diff	false|true|false	Recomendava <b>atacar</b> o sapato no meio do jogo, por exemplo.	Esquece sempre de <b>atar</b> os sapatos.	Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	
vela	same|same|same	same|same|same	false|false|false	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	E é à luz de uma <b>lanterna</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|same|diff	true|false|false	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	E é à luz de uma <b>lanterna</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|same|diff	false|false|false	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	E é à luz de uma <b>lanterna</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|same|diff	false|false|false	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	E é à luz de uma <b>lanterna</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|diff|diff	false|false|false	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	E é à luz de uma <b>lanterna</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|same|diff	true|false|false	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	E é à luz de uma <b>lanterna</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	same|same|same	false|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>quilha</b> à força dos ventos.	
vela	same|same|same	diff|same|diff	true|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>quilha</b> à força dos ventos.	
vela	same|same|same	diff|same|diff	false|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>quilha</b> à força dos ventos.	
vela	same|same|same	diff|same|diff	false|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>quilha</b> à força dos ventos.	
vela	same|same|same	diff|diff|diff	false|false|false	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>quilha</b> à força dos ventos.	
vela	same|same|same	diff|same|diff	true|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>quilha</b> à força dos ventos.	
vela	same|same|same	same|diff|diff	false|true|false	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	
vela	same|same|same	same|diff|diff	false|false|false	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	
vela	same|same|same	same|diff|diff	false|true|false	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	
vela	same|same|same	same|diff|diff	false|false|false	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	
vela	same|same|same	diff|diff|diff	true|true|true	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	
vela	same|same|same	diff|diff|diff	true|false|false	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	
vela	same|same|same	diff|diff|diff	true|true|true	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	
vela	same|same|same	diff|diff|diff	true|false|false	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	
vela	same|same|same	diff|diff|diff	false|true|false	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	
vela	same|same|same	diff|diff|diff	false|false|false	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	
vela	same|same|same	diff|diff|diff	false|true|false	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	
vela	same|same|same	diff|diff|diff	false|false|false	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	
vela	same|same|same	diff|diff|diff	false|false|true	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	
vela	same|same|same	diff|diff|diff	false|false|false	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	
vela	same|same|same	diff|diff|diff	false|false|true	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	
vela	same|same|same	diff|diff|diff	false|false|false	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	
