Target	POS	Context	Overlap	Sent1	Sent2	Sent3
banco	same|same|same	diff|diff|diff	true|false|false	Se detectaba el <b>banco</b> de sardina y se largaba la red rodeándolo.	Los pescadores nativos sabían por dónde se movían los mejores <b>bancos</b>.	Dormía casi todas las noches en un <b>asiento</b> del patio.	
banco	same|same|same	diff|diff|diff	false|true|false	Se detectaba el <b>banco</b> de sardina y se largaba la red rodeándolo.	Había un gran <b>grupo</b> de peces nadando bajo el barco.	El <b>banco</b> puede ser de materiales sencillos como yeso o piedra y arrimarse a las paredes de las viviendas y edificios.	
banco	same|same|same	diff|diff|diff	false|false|false	Se detectaba el <b>banco</b> de sardina y se largaba la red rodeándolo.	Había un gran <b>grupo</b> de peces nadando bajo el barco.	El <b>asiento</b> puede ser de materiales sencillos como yeso o piedra y arrimarse a las paredes de las viviendas y edificios.	
banco	same|same|same	diff|diff|diff	false|true|false	Se detectaba el <b>banco</b> de sardina y se largaba la red rodeándolo.	Había un gran <b>grupo</b> de peces nadando bajo el barco.	El ayutamiento va a colocar nuevos <b>bancos</b> en esta plaza.	
banco	same|same|same	diff|diff|diff	false|false|false	Se detectaba el <b>banco</b> de sardina y se largaba la red rodeándolo.	Había un gran <b>grupo</b> de peces nadando bajo el barco.	Dormía casi todas las noches en un <b>asiento</b> del patio.	
banco	same|same|same	diff|diff|diff	false|false|true	Se detectaba el <b>conjunto</b> de sardina y se largaba la red rodeándolo.	Los pescadores nativos sabían por dónde se movían los mejores <b>bancos</b>.	El <b>banco</b> puede ser de materiales sencillos como yeso o piedra y arrimarse a las paredes de las viviendas y edificios.	
banco	same|same|same	diff|diff|diff	false|false|false	Se detectaba el <b>conjunto</b> de sardina y se largaba la red rodeándolo.	Los pescadores nativos sabían por dónde se movían los mejores <b>bancos</b>.	El <b>asiento</b> puede ser de materiales sencillos como yeso o piedra y arrimarse a las paredes de las viviendas y edificios.	
banco	same|same|same	diff|diff|diff	false|false|true	Se detectaba el <b>conjunto</b> de sardina y se largaba la red rodeándolo.	Los pescadores nativos sabían por dónde se movían los mejores <b>bancos</b>.	El ayutamiento va a colocar nuevos <b>bancos</b> en esta plaza.	
banco	same|same|same	diff|diff|diff	false|false|false	Se detectaba el <b>conjunto</b> de sardina y se largaba la red rodeándolo.	Los pescadores nativos sabían por dónde se movían los mejores <b>bancos</b>.	Dormía casi todas las noches en un <b>asiento</b> del patio.	
banco	same|same|same	diff|diff|diff	false|false|false	Se detectaba el <b>conjunto</b> de sardina y se largaba la red rodeándolo.	Había un gran <b>grupo</b> de peces nadando bajo el barco.	El <b>banco</b> puede ser de materiales sencillos como yeso o piedra y arrimarse a las paredes de las viviendas y edificios.	
banco	same|same|same	diff|diff|diff	false|false|false	Se detectaba el <b>conjunto</b> de sardina y se largaba la red rodeándolo.	Había un gran <b>grupo</b> de peces nadando bajo el barco.	El <b>asiento</b> puede ser de materiales sencillos como yeso o piedra y arrimarse a las paredes de las viviendas y edificios.	
banco	same|same|same	diff|diff|diff	false|false|false	Se detectaba el <b>conjunto</b> de sardina y se largaba la red rodeándolo.	Había un gran <b>grupo</b> de peces nadando bajo el barco.	El ayutamiento va a colocar nuevos <b>bancos</b> en esta plaza.	
banco	same|same|same	diff|diff|diff	false|false|false	Se detectaba el <b>conjunto</b> de sardina y se largaba la red rodeándolo.	Había un gran <b>grupo</b> de peces nadando bajo el barco.	Dormía casi todas las noches en un <b>asiento</b> del patio.	
banco	same|same|same	diff|diff|diff	false|true|false	Los pescadores nativos sabían por dónde se movían los mejores <b>bancos</b>.	Había un gran <b>grupo</b> de peces nadando bajo el barco.	El <b>banco</b> puede ser de materiales sencillos como yeso o piedra y arrimarse a las paredes de las viviendas y edificios.	
banco	same|same|same	diff|diff|diff	false|false|false	Los pescadores nativos sabían por dónde se movían los mejores <b>bancos</b>.	Había un gran <b>grupo</b> de peces nadando bajo el barco.	El <b>asiento</b> puede ser de materiales sencillos como yeso o piedra y arrimarse a las paredes de las viviendas y edificios.	
banco	same|same|same	diff|diff|diff	false|true|false	Los pescadores nativos sabían por dónde se movían los mejores <b>bancos</b>.	Había un gran <b>grupo</b> de peces nadando bajo el barco.	El ayutamiento va a colocar nuevos <b>bancos</b> en esta plaza.	
banco	same|same|same	diff|diff|diff	false|false|false	Los pescadores nativos sabían por dónde se movían los mejores <b>bancos</b>.	Había un gran <b>grupo</b> de peces nadando bajo el barco.	Dormía casi todas las noches en un <b>asiento</b> del patio.	
acuerdo	same|same|same	same|same|same	false|false|false	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Esto es fruto, como es sabido, de un profundo <b>conflicto</b> social y político.	
acuerdo	same|same|same	diff|same|diff	true|false|false	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Esto es fruto, como es sabido, de un profundo <b>conflicto</b> social y político.	
acuerdo	same|same|same	diff|same|diff	false|false|false	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Esto es fruto, como es sabido, de un profundo <b>conflicto</b> social y político.	
acuerdo	same|same|same	diff|same|diff	false|false|false	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Esto es fruto, como es sabido, de un profundo <b>conflicto</b> social y político.	
acuerdo	same|same|same	diff|diff|diff	false|false|false	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Esto es fruto, como es sabido, de un profundo <b>conflicto</b> social y político.	
acuerdo	same|same|same	diff|same|diff	true|false|false	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Esto es fruto, como es sabido, de un profundo <b>conflicto</b> social y político.	
acuerdo	same|same|same	same|same|same	false|false|false	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Pensando en ellos me <b>olvido</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|same|same	diff|same|diff	true|false|false	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Siempre que me acuesto me <b>acuerdo</b> de él.	Pensando en ellos me <b>olvido</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|same|same	diff|same|diff	false|false|false	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Pensando en ellos me <b>olvido</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|same|same	diff|same|diff	false|false|false	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Siempre que me acuesto me <b>acuerdo</b> de él.	Pensando en ellos me <b>olvido</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|same|same	diff|diff|diff	false|false|false	Siempre que me acuesto me <b>acuerdo</b> de él.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Pensando en ellos me <b>olvido</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|same|same	diff|same|diff	true|false|false	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Pensando en ellos me <b>olvido</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|diff|diff	same|diff|diff	false|true|false	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|diff|diff	same|diff|diff	false|false|false	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|diff|diff	same|diff|diff	false|true|false	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Siempre que me acuesto me <b>acuerdo</b> de él.	
acuerdo	same|diff|diff	same|diff|diff	false|false|false	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	
acuerdo	same|diff|diff	diff|diff|diff	true|true|true	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|diff|diff	diff|diff|diff	true|false|false	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|diff|diff	diff|diff|diff	true|true|true	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Siempre que me acuesto me <b>acuerdo</b> de él.	
acuerdo	same|diff|diff	diff|diff|diff	true|false|false	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	
acuerdo	same|diff|diff	diff|diff|diff	false|true|false	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|false	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|diff|diff	diff|diff|diff	false|true|false	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Siempre que me acuesto me <b>acuerdo</b> de él.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|false	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|true	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|false	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|true	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Siempre que me acuesto me <b>acuerdo</b> de él.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|false	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	
acuerdo	same|diff|diff	diff|diff|diff	true|false|false	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|diff|diff	diff|diff|diff	true|false|false	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|diff|diff	diff|diff|diff	true|false|false	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Siempre que me acuesto me <b>acuerdo</b> de él.	
acuerdo	same|diff|diff	diff|diff|diff	true|false|false	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	
acuerdo	same|diff|diff	diff|diff|diff	false|true|false	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|false	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	
acuerdo	same|diff|diff	diff|diff|diff	false|true|false	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Siempre que me acuesto me <b>acuerdo</b> de él.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|false	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	
acuerdo	same|diff|diff	same|diff|diff	false|true|false	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	
acuerdo	same|diff|diff	same|diff|diff	false|false|false	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	
acuerdo	same|diff|diff	same|diff|diff	false|true|false	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	
acuerdo	same|diff|diff	same|diff|diff	false|false|false	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	
acuerdo	same|diff|diff	diff|diff|diff	true|true|true	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Siempre que me acuesto me <b>acuerdo</b> de él.	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	
acuerdo	same|diff|diff	diff|diff|diff	true|false|false	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Siempre que me acuesto me <b>acuerdo</b> de él.	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	
acuerdo	same|diff|diff	diff|diff|diff	true|true|true	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Siempre que me acuesto me <b>acuerdo</b> de él.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	
acuerdo	same|diff|diff	diff|diff|diff	true|false|false	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Siempre que me acuesto me <b>acuerdo</b> de él.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	
acuerdo	same|diff|diff	diff|diff|diff	false|true|false	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|false	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	
acuerdo	same|diff|diff	diff|diff|diff	false|true|false	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|false	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|true	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Siempre que me acuesto me <b>acuerdo</b> de él.	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|false	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Siempre que me acuesto me <b>acuerdo</b> de él.	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|true	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Siempre que me acuesto me <b>acuerdo</b> de él.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|false	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Siempre que me acuesto me <b>acuerdo</b> de él.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	
acuerdo	same|diff|diff	diff|diff|diff	true|false|false	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	
acuerdo	same|diff|diff	diff|diff|diff	true|false|false	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	
acuerdo	same|diff|diff	diff|diff|diff	true|false|false	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	
acuerdo	same|diff|diff	diff|diff|diff	true|false|false	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	
acuerdo	same|diff|diff	diff|diff|diff	false|true|false	Siempre que me acuesto me <b>acuerdo</b> de él.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|false	Siempre que me acuesto me <b>acuerdo</b> de él.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	
acuerdo	same|diff|diff	diff|diff|diff	false|true|false	Siempre que me acuesto me <b>acuerdo</b> de él.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	
acuerdo	same|diff|diff	diff|diff|diff	false|false|false	Siempre que me acuesto me <b>acuerdo</b> de él.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	
saber	same|same|same	same|same|same	false|false|false	Quiere <b>saber</b> si se han casado.	Quiere <b>conocer</b> si se han casado.	Quiere <b>omitir</b> si se han casado.	
saber	same|same|same	diff|same|diff	true|false|false	Quiere <b>saber</b> si se han casado.	No quiero ni <b>saber</b> lo que le han dicho!	Quiere <b>omitir</b> si se han casado.	
saber	same|same|same	diff|same|diff	false|false|false	Quiere <b>saber</b> si se han casado.	Le gustaría <b>conocer</b> mejor a sus adversarios.	Quiere <b>omitir</b> si se han casado.	
saber	same|same|same	diff|same|diff	false|false|false	Quiere <b>conocer</b> si se han casado.	No quiero ni <b>saber</b> lo que le han dicho!	Quiere <b>omitir</b> si se han casado.	
saber	same|same|same	diff|diff|diff	false|false|false	No quiero ni <b>saber</b> lo que le han dicho!	Le gustaría <b>conocer</b> mejor a sus adversarios.	Quiere <b>omitir</b> si se han casado.	
saber	same|same|same	diff|same|diff	true|false|false	Quiere <b>conocer</b> si se han casado.	Le gustaría <b>conocer</b> mejor a sus adversarios.	Quiere <b>omitir</b> si se han casado.	
saber	same|same|same	diff|same|diff	true|false|false	Esta sopa tendría que <b>saber</b> más a ajo.	La pizza no debería <b>saber</b> tanto a piña.	Esta sopa tendría que <b>oler</b> más a ajo.	
saber	same|same|same	same|same|same	false|false|false	Más importante todavía será el <b>saber</b> hermenéutico en la cultura judía precristiana.	Más importante todavía será el <b>conocimiento</b> hermenéutico en la cultura judía precristiana.	Más importante todavía será el <b>pasado</b> hermenéutico en la cultura judía precristiana.	
saber	same|same|same	diff|same|diff	true|false|false	Más importante todavía será el <b>saber</b> hermenéutico en la cultura judía precristiana.	Como se suele decir, el <b>saber</b> no ocupa lugar.	Más importante todavía será el <b>pasado</b> hermenéutico en la cultura judía precristiana.	
saber	same|same|same	diff|same|diff	false|false|false	Más importante todavía será el <b>saber</b> hermenéutico en la cultura judía precristiana.	La <b>sabiduría</b> no se valora como se merece.	Más importante todavía será el <b>pasado</b> hermenéutico en la cultura judía precristiana.	
saber	same|same|same	diff|same|diff	false|false|false	Más importante todavía será el <b>conocimiento</b> hermenéutico en la cultura judía precristiana.	Como se suele decir, el <b>saber</b> no ocupa lugar.	Más importante todavía será el <b>pasado</b> hermenéutico en la cultura judía precristiana.	
saber	same|same|same	diff|diff|diff	false|false|false	Como se suele decir, el <b>saber</b> no ocupa lugar.	La <b>sabiduría</b> no se valora como se merece.	Más importante todavía será el <b>pasado</b> hermenéutico en la cultura judía precristiana.	
saber	same|same|same	diff|same|diff	false|false|false	Más importante todavía será el <b>conocimiento</b> hermenéutico en la cultura judía precristiana.	La <b>sabiduría</b> no se valora como se merece.	Más importante todavía será el <b>pasado</b> hermenéutico en la cultura judía precristiana.	
saber	same|same|same	same|diff|diff	false|true|false	Quiere <b>saber</b> si se han casado.	Quiere <b>conocer</b> si se han casado.	Esta sopa tendría que <b>saber</b> más a ajo.	
saber	same|same|same	same|diff|diff	false|true|false	Quiere <b>saber</b> si se han casado.	Quiere <b>conocer</b> si se han casado.	La pizza no debería <b>saber</b> tanto a piña.	
saber	same|same|same	diff|diff|diff	true|true|true	Quiere <b>saber</b> si se han casado.	No quiero ni <b>saber</b> lo que le han dicho!	Esta sopa tendría que <b>saber</b> más a ajo.	
saber	same|same|same	diff|diff|diff	true|true|true	Quiere <b>saber</b> si se han casado.	No quiero ni <b>saber</b> lo que le han dicho!	La pizza no debería <b>saber</b> tanto a piña.	
saber	same|same|same	diff|diff|diff	false|true|false	Quiere <b>saber</b> si se han casado.	Le gustaría <b>conocer</b> mejor a sus adversarios.	Esta sopa tendría que <b>saber</b> más a ajo.	
saber	same|same|same	diff|diff|diff	false|true|false	Quiere <b>saber</b> si se han casado.	Le gustaría <b>conocer</b> mejor a sus adversarios.	La pizza no debería <b>saber</b> tanto a piña.	
saber	same|same|same	diff|diff|diff	false|false|true	Quiere <b>conocer</b> si se han casado.	No quiero ni <b>saber</b> lo que le han dicho!	Esta sopa tendría que <b>saber</b> más a ajo.	
saber	same|same|same	diff|diff|diff	false|false|true	Quiere <b>conocer</b> si se han casado.	No quiero ni <b>saber</b> lo que le han dicho!	La pizza no debería <b>saber</b> tanto a piña.	
saber	same|same|same	diff|diff|diff	true|false|false	Quiere <b>conocer</b> si se han casado.	Le gustaría <b>conocer</b> mejor a sus adversarios.	Esta sopa tendría que <b>saber</b> más a ajo.	
saber	same|same|same	diff|diff|diff	true|false|false	Quiere <b>conocer</b> si se han casado.	Le gustaría <b>conocer</b> mejor a sus adversarios.	La pizza no debería <b>saber</b> tanto a piña.	
saber	same|same|same	diff|diff|diff	false|true|false	No quiero ni <b>saber</b> lo que le han dicho!	Le gustaría <b>conocer</b> mejor a sus adversarios.	Esta sopa tendría que <b>saber</b> más a ajo.	
saber	same|same|same	diff|diff|diff	false|true|false	No quiero ni <b>saber</b> lo que le han dicho!	Le gustaría <b>conocer</b> mejor a sus adversarios.	La pizza no debería <b>saber</b> tanto a piña.	
saber	same|same|same	diff|diff|diff	true|true|true	Esta sopa tendría que <b>saber</b> más a ajo.	La pizza no debería <b>saber</b> tanto a piña.	Quiere <b>saber</b> si se han casado.	
saber	same|same|same	diff|diff|diff	true|false|false	Esta sopa tendría que <b>saber</b> más a ajo.	La pizza no debería <b>saber</b> tanto a piña.	Quiere <b>conocer</b> si se han casado.	
saber	same|same|same	diff|diff|diff	true|true|true	Esta sopa tendría que <b>saber</b> más a ajo.	La pizza no debería <b>saber</b> tanto a piña.	No quiero ni <b>saber</b> lo que le han dicho!	
saber	same|same|same	diff|diff|diff	true|false|false	Esta sopa tendría que <b>saber</b> más a ajo.	La pizza no debería <b>saber</b> tanto a piña.	Le gustaría <b>conocer</b> mejor a sus adversarios.	
saber	same|diff|diff	same|diff|diff	false|true|false	Quiere <b>saber</b> si se han casado.	Quiere <b>conocer</b> si se han casado.	Más importante todavía será el <b>saber</b> hermenéutico en la cultura judía precristiana.	
saber	same|diff|diff	same|diff|diff	false|false|false	Quiere <b>saber</b> si se han casado.	Quiere <b>conocer</b> si se han casado.	Más importante todavía será el <b>conocimiento</b> hermenéutico en la cultura judía precristiana.	
saber	same|diff|diff	same|diff|diff	false|true|false	Quiere <b>saber</b> si se han casado.	Quiere <b>conocer</b> si se han casado.	Como se suele decir, el <b>saber</b> no ocupa lugar.	
saber	same|diff|diff	same|diff|diff	false|false|false	Quiere <b>saber</b> si se han casado.	Quiere <b>conocer</b> si se han casado.	La <b>sabiduría</b> no se valora como se merece.	
